"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA24LA169","ACC","194045","2024-04-07T09:20:00Z","Hendersonville","North Carolina","United States","","N381RS","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","A loss of engine power for undetermined reasons.","","35.3187","-82.461","SNYDER ROBERT L","CHALLENGER II","AIR","0A7","HENDERSONVILLE","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194045","5/29/2024 5:00:00 PM",
"ANC24LA021","ACC","194055","2024-04-06T11:33:00Z","HUASNA","California","United States","","N8907B","FALSE","DirectorBrief","2024-05-03T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain adequate airspeed during low altitude maneuvers, resulting in a loss of control.","","35","-120","CESSNA","172","AIR","None","Huasna Ranch","FALSE","1","","ADRP","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194055","5/3/2024 5:00:00 PM",
"CEN24LA149","ACC","194048","2024-04-05T14:54:00Z","Lake Elmo","Minnesota","United States","","N245EM","FALSE","DirectorBrief","2024-05-09T04:00:00Z","None","0","0","0","The student pilot’s improper landing flare, which resulted in a bounced landing, and the nose gear collapsing. Contributing to the accident was the student pilot’s lack of experience.","","44.994257","-92.853946","Van's Aircraft","RV-12iS","AIR","21D","LAKE ELMO","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194048","5/9/2024 5:00:00 PM",
"CEN24LA152","ACC","194058","2024-04-05T11:03:00Z","Galveston","Texas","United States","","N9996V","FALSE","DirectorBrief","2024-06-27T04:00:00Z","None","0","0","0","Maintenance personnel’s failure to properly secure the oil filter adapter when replacing the oil filter adapter gasket which resulted in the filter becoming loose, resulting in the loss of engine oil, and the subsequent total loss of engine power.","","29.265333","-94.860417","BELLANCA","17-30A","AIR","GLS","Scholes International Airport at Galveston","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194058","6/28/2024 5:00:00 PM",
"CEN24LA150","ACC","194050","2024-04-05T08:30:00Z","Chandeluer Islands","Louisiana","United States","","N7896S","FALSE","DirectorBrief","2024-06-21T04:00:00Z","None","0","0","0","The pilot’s improper decision to attempt a landing on rough water conditions, which resulted in an impact with the water.","","29.33088","-89.396912","CESSNA","U206B","AIR","","","FALSE","1","NSCH","OWRK","135","Substantial","VMC","Cajun Air","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194050","6/21/2024 5:00:00 PM",
"ERA24LA183","ACC","194104","2024-03-31T13:00:00Z","Conyers","Georgia","United States","","N3420E","FALSE","DirectorBrief","2024-06-21T04:00:00Z","Minor","0","0","1","An encounter with shifting wind conditions, which resulted in the airplane using more runway than anticipated, an aborted takeoff, and subsequent runway excursion. Contributing to the accident was the pilot’s failure account for the potential of variable and shifting wind in his departure planning.","","33.78233","-83.9888","AERONCA","11AC","AIR","GA80","WHISPERING PINES","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194104","6/21/2024 5:00:00 PM",
"CEN24LA142","ACC","194010","2024-03-30T13:10:00Z","Ben Wheeler","Texas","United States","","N3322U","FALSE","DirectorBrief","2024-06-28T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control while landing in a gusting wind.","","32.428211","-95.711126","CESSNA","182F","AIR","TA37","Vaca Moo Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194010","6/28/2024 5:00:00 PM",
"ERA24LA170","ACC","194046","2024-03-30T12:30:00Z","Huntsville","Alabama","United States","","N222MA","FALSE","DirectorBrief","2024-07-18T04:00:00Z","None","0","0","0","The failure of the nose landing gear actuator forward hydraulic fitting, which resulted in a main landing gear collapse during landing due to the loss of hydraulic fluid and pressure.","","34.646367","-86.782303","BETA BIZ LLC","LX7","AIR","HSV","Huntsville International Airport","TRUE","1","","PERS","091","Substantial","VMC","BETA BIZ LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194046","7/18/2024 5:00:00 PM",
"CEN24LA143","ACC","194011","2024-03-29T12:20:00Z","Moran","Kansas","United States","","N910GX","FALSE","DirectorBrief","2024-07-18T04:00:00Z","None","0","0","0","An in-flight collision with birds while in cruise flight.","","37.85","-95.216667","BELL HELICOPTER TEXTRON CANADA","407","HELI","CNU","","FALSE","1","NSCH","OWRK","135","Substantial","VMC","MED TRANS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194011","7/18/2024 5:00:00 PM",
"ERA24LA150","ACC","193979","2024-03-21T14:10:00Z","Chesapeake","Virginia","United States","","N9269A","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing, which resulted in a ground loop, runway excursion, and subsequent landing gear collapse.","","36.780765","-76.45128","CESSNA","170","AIR","PVG","HAMPTON ROADS EXEC","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193979","5/29/2024 5:00:00 PM",
"CEN24LA139","ACC","193972","2024-03-20T19:03:00Z","Rochester","Minnesota","United States","","N5236R","FALSE","DirectorBrief","2024-07-11T04:00:00Z","Minor","0","0","2","The pilot’s failure to maintain clearance from power lines while landing in a field.","","43.959822","-92.465712","AEROSTAR INTERNATIONAL INC","S53A","BALL","","","FALSE","0","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193972","7/11/2024 5:00:00 PM",
"CEN24LA138","ACC","193964","2024-03-18T17:00:00Z","Aitkin","Minnesota","United States","","N788JN","FALSE","DirectorBrief","2024-04-30T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during the takeoff in crosswind conditions.","","46.55053","-93.674102","CIRRUS DESIGN CORP","SR20","AIR","AIT","AITKIN MUNI/STEVE KURTZ FLD","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193964","4/30/2024 5:00:00 PM",
"ERA24LA146","ACC","193967","2024-03-16T15:02:00Z","Somerset","Pennsylvania","United States","","N200AG","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control, and the flight instructor’s lack of remedial action during a landing attempt in a gusty wind, which resulted in a loss of directional control and runway excursion.","","40.038503","-79.015296","BEECH","A23 24","AIR","2G9","Somerset County Airport","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193967","5/29/2024 5:00:00 PM",
"ERA24LA145","ACC","193960","2024-03-15T16:05:00Z","Melbourne","Florida","United States","","N838ER","FALSE","DirectorBrief","2024-05-03T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control while landing in a crosswind.","","28.09788","-80.63526","TEXTRON AVIATION INC","172S","AIR","MLB","Melbourne Orlando International","FALSE","1","","INST","091","Unknown","VMC","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193960","5/3/2024 5:00:00 PM",
"DCA24LA130","ACC","193963","2024-03-14T23:00:00Z","Paris","Tennessee","United States","","N8520Q","FALSE","DirectorBrief","2024-07-19T04:00:00Z","Serious","0","1","0","An encounter with convective turbulence.","","36.331882","-88.534588","BOEING","737-800","AIR","","","FALSE","2","SCHD","","121","None","IMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193963","7/19/2024 6:00:00 PM",
"ERA24LA173","ACC","194064","2024-03-14T10:38:00Z","Pembroke Pines","Florida","United States","","N6300Q","FALSE","DirectorBrief","2024-06-21T04:00:00Z","None","0","0","0","An inflight collision with a bird while approaching the destination airport.","","26","-80.43","CESSNA","152","AIR","","","FALSE","1","","INST","091","Substantial","VMC","American Flight Training","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194064","6/21/2024 5:00:00 PM",
"CEN24LA136","ACC","193936","2024-03-13T17:50:00Z","Grind Stone City","Michigan","United States","","N4159Y","FALSE","DirectorBrief","2024-05-09T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll on a wet turf runway with a quartering tailwind.","","44.046778","-82.914417","BELLANCA","8GCBC","AIR","29C","GRINDSTONE AIR HARBOR","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193936","5/9/2024 5:00:00 PM",
"CEN24LA135","ACC","193935","2024-03-13T12:00:00Z","Knox City","Texas","United States","","N3040P","FALSE","DirectorBrief","2024-07-11T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during takeoff, which resulted in a rollover and an impact with terrain.","","33.43614","-99.815539","ROBINSON HELICOPTER","R44","HELI","F75","Harrison Field","FALSE","1","","POSI","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193935","7/11/2024 5:00:00 PM",
"CEN24LA134","ACC","193930","2024-03-12T14:00:00Z","Lapeer","Michigan","United States","","N1103H","FALSE","DirectorBrief","2024-04-30T04:00:00Z","Minor","0","0","1","The pilot’s failure to maintain aircraft control while landing in a gusting crosswind condition.","","43.066472","-83.271556","CESSNA","T182T","AIR","D95","Dupont/Lapeer Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193930","4/30/2024 5:00:00 PM",
"CEN24LA133","ACC","193927","2024-03-12T09:40:00Z","Falcon","Colorado","United States","","N2905H","FALSE","DirectorBrief","2024-04-19T04:00:00Z","Minor","0","0","2","The flight instructor’s failure to maintain control during takeoff which resulted in an aerodynamic stall and an impact with terrain.","","38.94277","-104.5699","SCHWEIZER","SGS 2-33A","GLI","FLY","MEADOW LAKE","FALSE","0","NSCH","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193927","4/19/2024 5:00:00 PM",
"ERA24LA226","ACC","194310","2024-03-11T13:30:00Z","Griffin","Georgia","United States","","N216R","FALSE","DirectorBrief","2024-06-28T04:00:00Z","None","0","0","0","The pilot’s failure to extend the airplane’s landing gear before landing.","","33.227006","-84.274975","BEECH","A36","AIR","6A2","GRIFFIN-SPALDING COUNTY","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=194310","6/28/2024 5:00:00 PM",
"DCA24LA124","ACC","193920","2024-03-09T14:31:00Z","Aylett","Virginia","United States","","N411WN","FALSE","DirectorBrief","2024-04-30T04:00:00Z","Serious","0","1","1","An encounter with clear air turbulence during descent.","","37.846","-77.232","BOEING","737","AIR","","","FALSE","2","SCHD","","121","None","IMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193920","4/30/2024 6:00:00 PM",
"WPR24LA107","ACC","193918","2024-03-09T11:39:00Z","Death Valley","California","United States","","N78659","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing rollout, resulting in a ground loop and runway excursion.","","36.46","-116.88","PIPER","PA-11","AIR","L06","Furnace Creek","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193918","5/29/2024 5:00:00 PM",
"ERA24LA133","ACC","193900","2024-03-08T12:55:00Z","Greensboro","North Carolina","United States","","N8455R","FALSE","DirectorBrief","2024-05-03T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control while landing with a crosswind.","","36.099251","-79.933604","PIPER","PA28","AIR","GSO","PIEDMONT TRIAD INTL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193900","5/3/2024 5:00:00 PM",
"ERA24LA132","ACC","193899","2024-03-08T10:46:00Z","Allentown","Pennsylvania","United States","","N3023K","FALSE","DirectorBrief","2024-04-12T04:00:00Z","None","0","0","0","The pilot’s failure to maintain a proper descent rate during the final approach, resulting in a hard landing and collision with a runway edge light.","","40.652363","-75.440406","PIPER","PA-28RT-201","AIR","ABE","Lehigh Valley International","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193899","4/12/2024 5:00:00 PM",
"ERA24LA138","ACC","193917","2024-03-07T18:24:00Z","Stafford","Virginia","United States","","N6339P","FALSE","DirectorBrief","2024-06-21T04:00:00Z","None","0","0","0","An overloading of the landing gear push/pull cable rod ends, which resulted in the landing gear being seized in an intermediate position during the subsequent landing.","","38.398111","-77.455472","PIPER","PA24","AIR","RMN","STAFFORD RGNL","FALSE","1","","PERS","091","Substantial","VMC","Aviation Adventures","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193917","6/21/2024 5:00:00 PM",
"CEN24LA132","ACC","193913","2024-03-06T14:00:00Z","Lockhart","Texas","United States","","N7710J","FALSE","DirectorBrief","2024-05-29T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control during after takeoff.","","29.85","-97.67","PIETENPOL","AIRCAMPER","AIR","50R","Lockhart Municipal","TRUE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193913","5/29/2024 5:00:00 PM",
"CEN24LA131","ACC","193911","2024-03-05T18:30:00Z","Lubbock","Texas","United States","","N603LH","FALSE","DirectorBrief","2024-04-12T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control during a touch-and-go.","","33.676283","-101.826","PIPER","PA-28-140","AIR","LBB","Lubbock Preston Smith International","FALSE","1","NSCH","INST","091","Substantial","VMC","Hub City Aviation Academy LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193911","4/12/2024 5:00:00 PM",
"CEN24LA129","ACC","193909","2024-03-05T16:00:00Z","Fort Morgan","Colorado","United States","","N853MB","FALSE","DirectorBrief","2024-07-11T04:00:00Z","","0","0","0","An inflight collision with a bird while on approach.","","40.249703","-103.79596","AMERICAN EUROCOPTER CORP","AS350B3","HELI","","","FALSE","1","NSCH","","135","Substantial","VMC","MED-TRANS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193909","7/11/2024 5:00:00 PM",
"CEN24LA130","ACC","193910","2024-03-04T17:25:00Z","Oklahoma City","Oklahoma","United States","","N1955W","FALSE","DirectorBrief","2024-04-12T04:00:00Z","None","0","0","0","The student pilot’s improper landing flare, which resulted in a bounced landing, aerodynamic stall, and impact with the runway.","","35.601216","-97.706136","BEECH","B19","AIR","HSD","SUNDANCE","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193910","4/12/2024 5:00:00 PM",
"WPR24LA101","ACC","193879","2024-03-04T13:35:00Z","Spanish Fork","Utah","United States","","N505UC","FALSE","DirectorBrief","2024-05-29T04:00:00Z","","0","0","0","The pilot's failure to maintain directional control during the landing roll, which resulted in a ground loop.","","40.145028","-111.66769","UTAH COUNTY SHERIFF","CCX-2000","AIR","SPK","SPANISH FORK MUNI/WOODHOUSE FLD","TRUE","1","","PUBL","PUBU","Substantial","VMC","UTAH COUNTY SHERIFF","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193879","5/29/2024 5:00:00 PM",
"ERA24LA131","ACC","193896","2024-03-03T19:50:00Z","Smyrna","Tennessee","United States","","N563TR","FALSE","DirectorBrief","2024-05-03T04:00:00Z","None","0","0","0","The airplane encountered a sink hole while taxiing.","","36","-86","FAIRCHILD","SA227-AT","AIR","MQY","SMYRNA","FALSE","2","NSCH","OWRK","135","Substantial","VMC","KOLOB CANYONS AIR SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=193896","5/3/2024 5:00:00 PM",
